poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct
88011,1516,East Carolina University,"","",East Carolina University Center for Survey Research,523,East Carolina University Center for Survey Research,2.6,-0.5,IVR/Text-to-Web,7.0,North Carolina,8/26/24,8/28/24,,"",,,,,207686,920,lv,,lv,,9/3/24 11:43,"",https://surveyresearch-ecu.reportablenews.com/pr/north-carolina-election-heats-up-trump-leads-harris-by-1-point-in-north-carolina-stein-widens-advantage-over-robinson-in-race-for-governor,https://surveyresearch-ecu.reportablenews.com/pr/north-carolina-election-heats-up-trump-leads-harris-by-1-point-in-north-carolina-stein-widens-advantage-over-robinson-in-race-for-governor,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcdn.filestackcontent.com%2FVohogeQyRNS3yhWIAwOk&wdOrigin=BROWSELINK,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcdn.filestackcontent.com%2FMNP1RnTniAUhS6vxhMbA&wdOrigin=BROWSELINK,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,CON,Smith,37427,Walter Vinny Smith,0.2
87943,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,North Carolina,8/25/24,8/28/24,,"",,,,,207311,775,lv,,lv,,8/29/24 09:34,"",https://emersoncollegepolling.com/august-2024-swing-state-polls-toss-up-presidential-election-in-swing-states/,https://emersoncollegepolling.com/august-2024-swing-state-polls-toss-up-presidential-election-in-swing-states/,,https://docs.google.com/spreadsheets/d/1avNPN-pqfUoYgdSHu8Icaa12kUyj7On8/edit?gid=82563413#gid=82563413,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,DEM,Stein,30167,Joshua Harold Stein,46.9
87943,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,North Carolina,8/25/24,8/28/24,,"",,,,,207311,775,lv,,lv,,8/29/24 09:34,"",https://emersoncollegepolling.com/august-2024-swing-state-polls-toss-up-presidential-election-in-swing-states/,https://emersoncollegepolling.com/august-2024-swing-state-polls-toss-up-presidential-election-in-swing-states/,,https://docs.google.com/spreadsheets/d/1avNPN-pqfUoYgdSHu8Icaa12kUyj7On8/edit?gid=82563413#gid=82563413,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,REP,Robinson,30168,Mark Keith Robinson,40.6
87971,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,North Carolina,8/25/24,8/28/24,,"",,,,,207512,812,lv,,lv,,8/30/24 12:31,"",https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-28-august-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-28-august-2024/,,,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,DEM,Stein,30167,Joshua Harold Stein,44.0
87971,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,North Carolina,8/25/24,8/28/24,,"",,,,,207512,812,lv,,lv,,8/30/24 12:31,"",https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-28-august-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-28-august-2024/,,,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,REP,Robinson,30168,Mark Keith Robinson,40.0
87971,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,North Carolina,8/25/24,8/28/24,,"",,,,,207512,812,lv,,lv,,8/30/24 12:31,"",https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-28-august-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-28-august-2024/,,,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,LIB,Ross,31763,Mike Ross,2.0
87971,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,North Carolina,8/25/24,8/28/24,,"",,,,,207512,812,lv,,lv,,8/30/24 12:31,"",https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-28-august-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-25-28-august-2024/,,,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,GRE,Turner,31761,Michael Wayne Turner,1.0
87917,1890,SoCal Strategies,"2152,2170",On Point Politics | Red Eagle Politics,SoCal Strategies,851,SoCal Research,,,Online Panel,9.0,North Carolina,8/26/24,8/27/24,,"",,,,,207059,612,lv,,lv,,8/27/24 14:52,"",https://substack.com/@socaldata/p-148195967,https://substack.com/@socaldata/p-148195967,,https://docs.google.com/spreadsheets/d/1-_bt2AoQePQXo21s1QojCl7qvzEI3WsRmltSDb1qfok/edit?gid=1643959575#gid=1643959575,"",,REP,9502,2024,Governor,0,,11/5/24,general,false,false,,DEM,Stein,30167,Joshua Harold Stein,47.0
87917,1890,SoCal Strategies,"2152,2170",On Point Politics | Red Eagle Politics,SoCal Strategies,851,SoCal Research,,,Online Panel,9.0,North Carolina,8/26/24,8/27/24,,"",,,,,207059,612,lv,,lv,,8/27/24 14:52,"",https://substack.com/@socaldata/p-148195967,https://substack.com/@socaldata/p-148195967,,https://docs.google.com/spreadsheets/d/1-_bt2AoQePQXo21s1QojCl7qvzEI3WsRmltSDb1qfok/edit?gid=1643959575#gid=1643959575,"",,REP,9502,2024,Governor,0,,11/5/24,general,false,false,,REP,Robinson,30168,Mark Keith Robinson,37.0
87984,1773,Research America,945,West Virginia MetroNews,Research America,268,Repass,0.7,1.7,IVR,4.0,West Virginia,8/21/24,8/27/24,,"",,,,,207562,400,rv,,rv,,8/30/24 16:03,"",https://wvmetronews.com/2024/08/30/west-virginia-poll-solid-leads-for-morrisey-and-justice-in-upcoming-election/,https://wvmetronews.com/2024/08/30/west-virginia-poll-solid-leads-for-morrisey-and-justice-in-upcoming-election/,https://s3.documentcloud.org/documents/25082344/final-metronews-wv-poll-slides-by-release-date-82924.pdf,,"",,,9547,2024,Governor,0,,11/5/24,general,false,false,,DEM,Williams,35445,Steve Williams,35.0
87984,1773,Research America,945,West Virginia MetroNews,Research America,268,Repass,0.7,1.7,IVR,4.0,West Virginia,8/21/24,8/27/24,,"",,,,,207562,400,rv,,rv,,8/30/24 16:03,"",https://wvmetronews.com/2024/08/30/west-virginia-poll-solid-leads-for-morrisey-and-justice-in-upcoming-election/,https://wvmetronews.com/2024/08/30/west-virginia-poll-solid-leads-for-morrisey-and-justice-in-upcoming-election/,https://s3.documentcloud.org/documents/25082344/final-metronews-wv-poll-slides-by-release-date-82924.pdf,,"",,,9547,2024,Governor,0,,11/5/24,general,false,false,,REP,Morrisey,31318,Patrick Morrisey,49.0
87933,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,North Carolina,8/23/24,8/26/24,,"",,,,,207271,999,rv,,rv,,8/28/24 20:04,"",https://www.foxnews.com/official-polls/fox-news-poll-harris-closes-gap-trump-sun-belt-states,https://www.foxnews.com/official-polls/fox-news-poll-harris-closes-gap-trump-sun-belt-states,https://static.foxnews.com/foxnews.com/content/uploads/2024/08/Fox_August-23-26-2024_North-Carolina_Topline_August-28-Release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/08/Fox_August-23-26-2024_North-Carolina_Cross-Tabs_August-28-Release.pdf,"",false,,9502,2024,Governor,0,,11/5/24,general,false,false,,DEM,Stein,30167,Joshua Harold Stein,54.0
87933,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,North Carolina,8/23/24,8/26/24,,"",,,,,207271,999,rv,,rv,,8/28/24 20:04,"",https://www.foxnews.com/official-polls/fox-news-poll-harris-closes-gap-trump-sun-belt-states,https://www.foxnews.com/official-polls/fox-news-poll-harris-closes-gap-trump-sun-belt-states,https://static.foxnews.com/foxnews.com/content/uploads/2024/08/Fox_August-23-26-2024_North-Carolina_Topline_August-28-Release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/08/Fox_August-23-26-2024_North-Carolina_Cross-Tabs_August-28-Release.pdf,"",false,,9502,2024,Governor,0,,11/5/24,general,false,false,,REP,Robinson,30168,Mark Keith Robinson,43.0
87897,1741,ActiVote,"","",ActiVote,721,ActiVote,,,App Panel,8.0,North Carolina,7/26/24,8/26/24,,"",,,,,206868,400,lv,,lv,,8/26/24 11:54,"",https://www.activote.net/stein-ahead-of-robinson-in-north-carolina/,,,https://www.activote.net/stein-ahead-of-robinson-in-north-carolina/,"",false,,9502,2024,Governor,0,,11/5/24,general,false,false,,DEM,Stein,30167,Joshua Harold Stein,54.1
87897,1741,ActiVote,"","",ActiVote,721,ActiVote,,,App Panel,8.0,North Carolina,7/26/24,8/26/24,,"",,,,,206868,400,lv,,lv,,8/26/24 11:54,"",https://www.activote.net/stein-ahead-of-robinson-in-north-carolina/,,,https://www.activote.net/stein-ahead-of-robinson-in-north-carolina/,"",false,,9502,2024,Governor,0,,11/5/24,general,false,false,,REP,Robinson,30168,Mark Keith Robinson,45.9
87870,1050,SurveyUSA/High Point University,"","",SurveyUSA/High Point University Survey Research Center,325,SurveyUSA,2.8,-1.3,Online Panel,10.0,North Carolina,8/19/24,8/21/24,,"",,,,,206657,1053,rv,,rv,,8/22/24 14:08,"",https://www.highpoint.edu/blog/2024/08/hpu-poll-north-carolina-presidential-race-remains-close/,https://www.highpoint.edu/blog/2024/08/hpu-poll-north-carolina-presidential-race-remains-close/,,https://www.surveyusa.com/client/PollReport.aspx?g=6368b805-bffe-45d6-bfff-c3e2cbd2d222,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,DEM,Stein,30167,Joshua Harold Stein,48.0
87870,1050,SurveyUSA/High Point University,"","",SurveyUSA/High Point University Survey Research Center,325,SurveyUSA,2.8,-1.3,Online Panel,10.0,North Carolina,8/19/24,8/21/24,,"",,,,,206657,1053,rv,,rv,,8/22/24 14:08,"",https://www.highpoint.edu/blog/2024/08/hpu-poll-north-carolina-presidential-race-remains-close/,https://www.highpoint.edu/blog/2024/08/hpu-poll-north-carolina-presidential-race-remains-close/,,https://www.surveyusa.com/client/PollReport.aspx?g=6368b805-bffe-45d6-bfff-c3e2cbd2d222,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,REP,Robinson,30168,Mark Keith Robinson,34.0
87870,1050,SurveyUSA/High Point University,"","",SurveyUSA/High Point University Survey Research Center,325,SurveyUSA,2.8,-1.3,Online Panel,10.0,North Carolina,8/19/24,8/21/24,,"",,,,,206728,941,lv,,lv,,8/23/24 09:43,"",https://www.highpoint.edu/blog/2024/08/hpu-poll-north-carolina-presidential-race-remains-close/,https://www.highpoint.edu/blog/2024/08/hpu-poll-north-carolina-presidential-race-remains-close/,,https://www.surveyusa.com/client/PollReport.aspx?g=6368b805-bffe-45d6-bfff-c3e2cbd2d222,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,DEM,Stein,30167,Joshua Harold Stein,50.0
87870,1050,SurveyUSA/High Point University,"","",SurveyUSA/High Point University Survey Research Center,325,SurveyUSA,2.8,-1.3,Online Panel,10.0,North Carolina,8/19/24,8/21/24,,"",,,,,206728,941,lv,,lv,,8/23/24 09:43,"",https://www.highpoint.edu/blog/2024/08/hpu-poll-north-carolina-presidential-race-remains-close/,https://www.highpoint.edu/blog/2024/08/hpu-poll-north-carolina-presidential-race-remains-close/,,https://www.surveyusa.com/client/PollReport.aspx?g=6368b805-bffe-45d6-bfff-c3e2cbd2d222,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,REP,Robinson,30168,Mark Keith Robinson,36.0
87895,379,Public Opinion Strategies,2146,Montana Republican Party,Public Opinion Strategies,260,Public Opinion Strategies,1.6,0.3,Live Phone,3.0,Montana,8/18/24,8/20/24,,"",,,,,206857,500,lv,,lv,,8/25/24 13:18,"",https://www.montana-gop.com/MTGOP_Poll.pdf,,https://www.montana-gop.com/MTGOP_Poll.pdf,,"",true,REP,9541,2024,Governor,0,,11/5/24,general,false,false,,DEM,Busse,31740,Ryan Busse,34.0
87895,379,Public Opinion Strategies,2146,Montana Republican Party,Public Opinion Strategies,260,Public Opinion Strategies,1.6,0.3,Live Phone,3.0,Montana,8/18/24,8/20/24,,"",,,,,206857,500,lv,,lv,,8/25/24 13:18,"",https://www.montana-gop.com/MTGOP_Poll.pdf,,https://www.montana-gop.com/MTGOP_Poll.pdf,,"",true,REP,9541,2024,Governor,0,,11/5/24,general,false,false,,REP,Gianforte,31741,Greg Gianforte,53.0
87895,379,Public Opinion Strategies,2146,Montana Republican Party,Public Opinion Strategies,260,Public Opinion Strategies,1.6,0.3,Live Phone,3.0,Montana,8/18/24,8/20/24,,"",,,,,206857,500,lv,,lv,,8/25/24 13:18,"",https://www.montana-gop.com/MTGOP_Poll.pdf,,https://www.montana-gop.com/MTGOP_Poll.pdf,,"",true,REP,9541,2024,Governor,0,,11/5/24,general,false,false,,LIB,Leib,36391,Kaiser Leib,4.0
87857,525,U. New Hampshire,"","",University of New Hampshire Survey Center,357,University of New Hampshire Survey Center,2.6,-0.3,Probability Panel,10.0,Vermont,8/15/24,8/19/24,,"",,,,,206658,924,lv,,lv,,8/22/24 14:09,"",https://scholars.unh.edu/survey_center_polls/812/,https://scholars.unh.edu/survey_center_polls/812/,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1811&context=survey_center_polls,"",,,9545,2024,Governor,0,,11/5/24,general,false,false,,DEM,Charlestin,37180,Esther Charlestin,28.0
87857,525,U. New Hampshire,"","",University of New Hampshire Survey Center,357,University of New Hampshire Survey Center,2.6,-0.3,Probability Panel,10.0,Vermont,8/15/24,8/19/24,,"",,,,,206658,924,lv,,lv,,8/22/24 14:09,"",https://scholars.unh.edu/survey_center_polls/812/,https://scholars.unh.edu/survey_center_polls/812/,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1811&context=survey_center_polls,"",,,9545,2024,Governor,0,,11/5/24,general,false,false,,REP,Scott,36898,Phil Scott,56.0
87857,525,U. New Hampshire,"","",University of New Hampshire Survey Center,357,University of New Hampshire Survey Center,2.6,-0.3,Probability Panel,10.0,Vermont,8/15/24,8/19/24,,"",,,,,206658,924,lv,,lv,,8/22/24 14:09,"",https://scholars.unh.edu/survey_center_polls/812/,https://scholars.unh.edu/survey_center_polls/812/,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1811&context=survey_center_polls,"",,,9545,2024,Governor,0,,11/5/24,general,false,false,,OTH,Goodband,37275,June Goodband,0.0
87857,525,U. New Hampshire,"","",University of New Hampshire Survey Center,357,University of New Hampshire Survey Center,2.6,-0.3,Probability Panel,10.0,Vermont,8/15/24,8/19/24,,"",,,,,206658,924,lv,,lv,,8/22/24 14:09,"",https://scholars.unh.edu/survey_center_polls/812/,https://scholars.unh.edu/survey_center_polls/812/,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1811&context=survey_center_polls,"",,,9545,2024,Governor,0,,11/5/24,general,false,false,,IND,Hoyt,37276,Kevin Hoyt,5.0
87857,525,U. New Hampshire,"","",University of New Hampshire Survey Center,357,University of New Hampshire Survey Center,2.6,-0.3,Probability Panel,10.0,Vermont,8/15/24,8/19/24,,"",,,,,206658,924,lv,,lv,,8/22/24 14:09,"",https://scholars.unh.edu/survey_center_polls/812/,https://scholars.unh.edu/survey_center_polls/812/,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1811&context=survey_center_polls,"",,,9545,2024,Governor,0,,11/5/24,general,false,false,,IND,Mutino,37277,Eli Mutino,0.0
87934,568,YouGov,1404,Saint Louis University,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,Missouri,8/8/24,8/16/24,,"",,,,,207411,900,lv,,lv,,8/29/24 15:16,"",https://www.slu.edu/research/research-institute/big-ideas/slu-poll/-pdf/slu-poll-august-2024-topline-results.pdf,,https://www.slu.edu/research/research-institute/big-ideas/slu-poll/-pdf/slu-poll-august-2024-topline-results.pdf,https://www.slu.edu/research/research-institute/big-ideas/slu-poll/-pdf/slu-poll-august-2024-crosstab-results.pdf,"",,,9540,2024,Governor,0,,11/5/24,general,false,false,,DEM,Quade,31106,Crystal Quade,41.0
87934,568,YouGov,1404,Saint Louis University,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,Missouri,8/8/24,8/16/24,,"",,,,,207411,900,lv,,lv,,8/29/24 15:16,"",https://www.slu.edu/research/research-institute/big-ideas/slu-poll/-pdf/slu-poll-august-2024-topline-results.pdf,,https://www.slu.edu/research/research-institute/big-ideas/slu-poll/-pdf/slu-poll-august-2024-topline-results.pdf,https://www.slu.edu/research/research-institute/big-ideas/slu-poll/-pdf/slu-poll-august-2024-crosstab-results.pdf,"",,,9540,2024,Governor,0,,11/5/24,general,false,false,,REP,Kehoe,31107,Mike Kehoe,51.0
87828,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,North Carolina,8/12/24,8/15/24,,"",,,,,206374,601,lv,,lv,,8/19/24 14:03,"",https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-12-15-august-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-12-15-august-2024/,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-12-15-August.xlsx&wdOrigin=BROWSELINK,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,DEM,Stein,30167,Joshua Harold Stein,45.0
87828,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,North Carolina,8/12/24,8/15/24,,"",,,,,206374,601,lv,,lv,,8/19/24 14:03,"",https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-12-15-august-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-12-15-august-2024/,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-12-15-August.xlsx&wdOrigin=BROWSELINK,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,REP,Robinson,30168,Mark Keith Robinson,39.0
87828,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,North Carolina,8/12/24,8/15/24,,"",,,,,206374,601,lv,,lv,,8/19/24 14:03,"",https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-12-15-august-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-12-15-august-2024/,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-12-15-August.xlsx&wdOrigin=BROWSELINK,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,LIB,Ross,31763,Mike Ross,2.0
87828,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,North Carolina,8/12/24,8/15/24,,"",,,,,206374,601,lv,,lv,,8/19/24 14:03,"",https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-12-15-august-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-12-15-august-2024/,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-12-15-August.xlsx&wdOrigin=BROWSELINK,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,GRE,Turner,31761,Michael Wayne Turner,0.0
87808,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,North Carolina,8/9/24,8/14/24,,"",,,,,206197,655,rv,,rv,,8/17/24 12:26,"",https://www.nytimes.com/2024/08/17/us/elections/kamala-harris-trump-az-nc-ga-nv.html,https://www.nytimes.com/2024/08/17/us/elections/kamala-harris-trump-az-nc-ga-nv.html,,https://www.nytimes.com/interactive/2024/08/17/us/elections/times-siena-poll-registered-voter-crosstabs.html,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,DEM,Stein,30167,Joshua Harold Stein,48.0
87808,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,North Carolina,8/9/24,8/14/24,,"",,,,,206197,655,rv,,rv,,8/17/24 12:26,"",https://www.nytimes.com/2024/08/17/us/elections/kamala-harris-trump-az-nc-ga-nv.html,https://www.nytimes.com/2024/08/17/us/elections/kamala-harris-trump-az-nc-ga-nv.html,,https://www.nytimes.com/interactive/2024/08/17/us/elections/times-siena-poll-registered-voter-crosstabs.html,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,REP,Robinson,30168,Mark Keith Robinson,38.0
87808,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,North Carolina,8/9/24,8/14/24,,"",,,,,206198,655,lv,,lv,,8/17/24 12:26,"",https://www.nytimes.com/2024/08/17/us/elections/kamala-harris-trump-az-nc-ga-nv.html,https://www.nytimes.com/2024/08/17/us/elections/kamala-harris-trump-az-nc-ga-nv.html,,https://www.nytimes.com/interactive/2024/08/17/us/elections/times-siena-poll-registered-voter-crosstabs.html,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,DEM,Stein,30167,Joshua Harold Stein,49.0
87808,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,North Carolina,8/9/24,8/14/24,,"",,,,,206198,655,lv,,lv,,8/17/24 12:26,"",https://www.nytimes.com/2024/08/17/us/elections/kamala-harris-trump-az-nc-ga-nv.html,https://www.nytimes.com/2024/08/17/us/elections/kamala-harris-trump-az-nc-ga-nv.html,,https://www.nytimes.com/interactive/2024/08/17/us/elections/times-siena-poll-registered-voter-crosstabs.html,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,REP,Robinson,30168,Mark Keith Robinson,39.0
87723,1492,YouGov Blue,1802,Carolina Forward,YouGov Blue,391,YouGov,3.0,-1.1,Online Panel,9.0,North Carolina,8/5/24,8/9/24,,"",,,,,205659,802,rv,,rv,,8/11/24 12:12,"",https://carolinaforward.org/blog/august-2024-poll/,https://carolinaforward.org/blog/august-2024-poll/,https://carolinaforward.org/wp-content/uploads/2024/08/Carolina-ForwardYouGov-August-2024-Toplines.pdf,https://carolinaforward.org/wp-content/uploads/2024/08/Carolina-ForwardYouGov-August-2024-Crosstabs.pdf,"",,DEM,9502,2024,Governor,0,,11/5/24,general,false,false,,DEM,Stein,30167,Joshua Harold Stein,46.0
87723,1492,YouGov Blue,1802,Carolina Forward,YouGov Blue,391,YouGov,3.0,-1.1,Online Panel,9.0,North Carolina,8/5/24,8/9/24,,"",,,,,205659,802,rv,,rv,,8/11/24 12:12,"",https://carolinaforward.org/blog/august-2024-poll/,https://carolinaforward.org/blog/august-2024-poll/,https://carolinaforward.org/wp-content/uploads/2024/08/Carolina-ForwardYouGov-August-2024-Toplines.pdf,https://carolinaforward.org/wp-content/uploads/2024/08/Carolina-ForwardYouGov-August-2024-Crosstabs.pdf,"",,DEM,9502,2024,Governor,0,,11/5/24,general,false,false,,REP,Robinson,30168,Mark Keith Robinson,36.0
87723,1492,YouGov Blue,1802,Carolina Forward,YouGov Blue,391,YouGov,3.0,-1.1,Online Panel,9.0,North Carolina,8/5/24,8/9/24,,"",,,,,205659,802,rv,,rv,,8/11/24 12:12,"",https://carolinaforward.org/blog/august-2024-poll/,https://carolinaforward.org/blog/august-2024-poll/,https://carolinaforward.org/wp-content/uploads/2024/08/Carolina-ForwardYouGov-August-2024-Toplines.pdf,https://carolinaforward.org/wp-content/uploads/2024/08/Carolina-ForwardYouGov-August-2024-Crosstabs.pdf,"",,DEM,9502,2024,Governor,0,,11/5/24,general,false,false,,GRE,Turner,31761,Michael Wayne Turner,1.0
87723,1492,YouGov Blue,1802,Carolina Forward,YouGov Blue,391,YouGov,3.0,-1.1,Online Panel,9.0,North Carolina,8/5/24,8/9/24,,"",,,,,205659,802,rv,,rv,,8/11/24 12:12,"",https://carolinaforward.org/blog/august-2024-poll/,https://carolinaforward.org/blog/august-2024-poll/,https://carolinaforward.org/wp-content/uploads/2024/08/Carolina-ForwardYouGov-August-2024-Toplines.pdf,https://carolinaforward.org/wp-content/uploads/2024/08/Carolina-ForwardYouGov-August-2024-Crosstabs.pdf,"",,DEM,9502,2024,Governor,0,,11/5/24,general,false,false,,LIB,Ross,31763,Mike Ross,1.0
87876,1416,HarrisX,"400,430",Deseret News | Hinckley Institute of Politics,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,Utah,8/2/24,8/9/24,,"",,,,,206858,800,rv,,rv,,8/25/24 13:18,"",https://www.deseret.com/utah/2024/08/23/utah-governor-cox-king-poll/,https://www.deseret.com/utah/2024/08/23/utah-governor-cox-king-poll/,,,"",,,9544,2024,Governor,0,,11/5/24,general,false,false,,DEM,King,36877,Brian S. King,19.0
87876,1416,HarrisX,"400,430",Deseret News | Hinckley Institute of Politics,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,Utah,8/2/24,8/9/24,,"",,,,,206858,800,rv,,rv,,8/25/24 13:18,"",https://www.deseret.com/utah/2024/08/23/utah-governor-cox-king-poll/,https://www.deseret.com/utah/2024/08/23/utah-governor-cox-king-poll/,,,"",,,9544,2024,Governor,0,,11/5/24,general,false,false,,REP,Cox,31544,Spencer J. Cox,59.0
87876,1416,HarrisX,"400,430",Deseret News | Hinckley Institute of Politics,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,Utah,8/2/24,8/9/24,,"",,,,,206859,800,rv,,rv,,8/25/24 13:20,"",https://www.deseret.com/utah/2024/08/23/utah-governor-cox-king-poll/,https://www.deseret.com/utah/2024/08/23/utah-governor-cox-king-poll/,,,"",,,9544,2024,Governor,0,,11/5/24,general,false,false,,DEM,King,36877,Brian S. King,17.0
87876,1416,HarrisX,"400,430",Deseret News | Hinckley Institute of Politics,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,Utah,8/2/24,8/9/24,,"",,,,,206859,800,rv,,rv,,8/25/24 13:20,"",https://www.deseret.com/utah/2024/08/23/utah-governor-cox-king-poll/,https://www.deseret.com/utah/2024/08/23/utah-governor-cox-king-poll/,,,"",,,9544,2024,Governor,0,,11/5/24,general,false,false,,REP,Cox,31544,Spencer J. Cox,56.0
